,INCOME,SEX,MARITAL.STATUS,AGE,EDUCATION,OCCUPATION,AREA,DUAL.INCOMES,HOUSEHOLD.SIZE,UNDER18,HOUSEHOLDER,HOME.TYPE,ETHNIC.CLASS,LANGUAGE
8306,-10.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",,Not Married,Five,Two,Family,House,White,English
8307,-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
8308,-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,,,Family,Condominium,White,English
8309,[10.000-15.000),F,Married,35-44,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Four,Two,Own,House,White,English
8310,-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",1-3 years,Not Married,Four,Two,Family,House,White,English
8311,[10.000-15.000),F,Widowed,65+,College graduate,Retired,,Not Married,One,,Own,House,White,English
8312,[40.000-50.000),M,Divorced,45-54,Grades 9 to 11,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Own,Mobile Home,White,English
8313,[50.000-75.000),F,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
8314,[50.000-75.000),M,Married,55-64,College graduate,Professional/Managerial,,Yes,Two,,Own,Condominium,Black,English
8315,[50.000-75.000),M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Three,One,Own,Condominium,White,English
8316,[20.000-25.000),F,Divorced,45-54,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Two,,Rent,Apartment,White,English
8317,[30.000-40.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Four,,Family,House,White,English
8318,[40.000-50.000),M,Divorced,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,One,Rent,Apartment,White,English
8319,[30.000-40.000),M,Married,55-64,Graduated High Scool,Retired,10+ years,Not Married,Two,,Own,House,White,English
8320,-10.000),F,Single,18-24,1 to 3 years of college,Homemaker,1-3 years,Not Married,Four,One,Rent,House,White,English
8321,[75.000-,F,Married,25-34,College graduate,Sales Worker,7-10 years,Yes,Two,,Rent,Apartment,White,English
8322,[50.000-75.000),F,Single,18-24,Grades 9 to 11,Sales Worker,10+ years,Not Married,Two,,Family,House,Black,English
8323,[40.000-50.000),M,Married,25-34,1 to 3 years of college,Military,1-3 years,Yes,Three,One,Rent,Apartment,White,English
8324,[50.000-75.000),M,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Five,Two,Own,House,White,
8325,[50.000-75.000),F,Married,45-54,1 to 3 years of college,Homemaker,10+ years,No,Three,,Own,House,White,English
8326,[50.000-75.000),M,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Three,,Family,House,Black,English
8327,[30.000-40.000),M,Single,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,7-10 years,Not Married,One,,Rent,Apartment,Other,English
8328,[40.000-50.000),M,Married,65+,College graduate,Retired,10+ years,No,Three,Two,Own,House,White,English
8329,[40.000-50.000),F,Married,55-64,Grad Study,Retired,10+ years,No,Three,,Own,House,White,English
8330,[50.000-75.000),M,Divorced,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,One,Own,House,White,English
8331,[30.000-40.000),F,Married,25-34,College graduate,Clerical/Service Worker,10+ years,Yes,Two,,Rent,House,White,English
8332,[75.000-,F,Married,25-34,Graduated High Scool,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
8333,[50.000-75.000),M,Divorced,45-54,Grad Study,Professional/Managerial,10+ years,Not Married,Two,One,Own,House,White,English
8334,[20.000-25.000),M,Single,25-34,1 to 3 years of college,Sales Worker,10+ years,Not Married,One,,,Apartment,White,English
8335,[30.000-40.000),F,Single,25-34,Grad Study,Professional/Managerial,10+ years,Not Married,One,One,Rent,Apartment,Asian,English
8336,[75.000-,F,Married,25-34,1 to 3 years of college,Sales Worker,,Not Married,Two,,Own,House,White,English
8337,[20.000-25.000),F,Single,18-24,College graduate,Military,1-3 years,Not Married,Two,,Rent,Apartment,White,English
8338,-10.000),M,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,Asian,English
8339,[50.000-75.000),M,Together,45-54,Grad Study,Professional/Managerial,1-3 years,Not Married,Two,,Own,Condominium,White,English
8340,[50.000-75.000),M,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Own,House,American Indian,English
8341,[50.000-75.000),M,Married,35-44,1 to 3 years of college,Professional/Managerial,4-6 years,Yes,Four,Two,Own,House,White,English
8342,-10.000),F,Single,18-24,Graduated High Scool,Sales Worker,4-6 years,Not Married,One,,Rent,Condominium,Other,English
8343,[40.000-50.000),M,Married,55-64,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,White,English
8344,[50.000-75.000),M,Single,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,House,American Indian,English
8345,[50.000-75.000),F,Married,35-44,College graduate,Professional/Managerial,7-10 years,Yes,Four,Two,Own,House,White,English
8346,[30.000-40.000),M,Married,35-44,College graduate,Sales Worker,10+ years,Yes,Three,One,Rent,House,White,English
8347,[75.000-,M,Single,25-34,College graduate,Sales Worker,10+ years,Not Married,One,,Rent,Condominium,White,English
8348,[50.000-75.000),F,Married,25-34,Graduated High Scool,Homemaker,10+ years,No,Three,One,Own,Condominium,White,English
8349,-10.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Four,,Family,House,White,English
8350,[30.000-40.000),M,Widowed,55-64,1 to 3 years of college,Military,7-10 years,Not Married,Two,,Own,House,White,English
8351,[50.000-75.000),M,Married,45-54,College graduate,Professional/Managerial,,Yes,Six,,Rent,Apartment,Asian,English
8352,[50.000-75.000),F,Married,55-64,Graduated High Scool,Homemaker,10+ years,No,Two,,Own,House,White,English
8353,[10.000-15.000),M,Together,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,7-10 years,Yes,Two,,Rent,House,White,English
8354,[75.000-,M,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Four,One,Own,House,White,English
8355,[75.000-,F,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Four,One,Own,House,White,English
8356,-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",7-10 years,Not Married,Six,,Own,House,White,English
8357,[30.000-40.000),F,,45-54,College graduate,Professional/Managerial,10+ years,Yes,Three,,Own,House,White,English
8358,[50.000-75.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,White,English
8359,[30.000-40.000),F,Single,25-34,Grad Study,Professional/Managerial,7-10 years,Not Married,One,,Rent,House,White,English
8360,[75.000-,M,Single,18-24,College graduate,Professional/Managerial,10+ years,Not Married,Two,,Own,House,White,English
8361,[40.000-50.000),F,Single,55-64,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Own,Condominium,White,English
8362,[40.000-50.000),F,Married,65+,College graduate,Retired,10+ years,Not Married,Two,,Own,House,White,English
8363,[20.000-25.000),F,Widowed,65+,1 to 3 years of college,Retired,10+ years,Not Married,One,,Rent,Apartment,White,English
8364,[50.000-75.000),F,Married,25-34,Grad Study,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
8365,[10.000-15.000),M,Single,18-24,Graduated High Scool,Clerical/Service Worker,,Not Married,Four,Two,Family,House,White,English
8366,[10.000-15.000),M,Married,18-24,1 to 3 years of college,Military,,Yes,Three,One,Own,Apartment,White,English
8367,-10.000),M,Single,35-44,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,,,Family,,White,English
8368,[10.000-15.000),M,Single,18-24,1 to 3 years of college,Military,4-6 years,Not Married,One,,Rent,Apartment,White,English
8369,[75.000-,F,Married,25-34,Graduated High Scool,Professional/Managerial,1-3 years,Yes,Two,,Own,House,White,English
8370,[75.000-,F,Married,35-44,1 to 3 years of college,Homemaker,10+ years,No,Four,Two,Own,House,White,English
8371,[20.000-25.000),F,Together,18-24,Graduated High Scool,Professional/Managerial,7-10 years,Not Married,Two,,Rent,House,White,English
8372,[15.000-20.000),F,Divorced,45-54,1 to 3 years of college,Sales Worker,7-10 years,Not Married,Two,One,Rent,Apartment,White,English
8373,-10.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,,Family,House,White,English
8374,[50.000-75.000),M,Married,45-54,College graduate,Professional/Managerial,10+ years,Yes,Two,,Rent,Condominium,White,English
8375,[10.000-15.000),F,Divorced,45-54,1 to 3 years of college,,10+ years,Not Married,Two,,Rent,House,White,English
8376,[30.000-40.000),M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Five,Two,Own,House,White,English
8377,[75.000-,F,Together,25-34,College graduate,Professional/Managerial,4-6 years,Yes,Two,,Rent,Condominium,White,English
8378,[30.000-40.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,One,Own,House,White,English
8379,-10.000),M,Divorced,18-24,Grade 8 or less,Military,,Not Married,Four,One,,,White,English
8380,[40.000-50.000),F,Widowed,55-64,Graduated High Scool,Homemaker,10+ years,Not Married,One,,Own,Other,White,English
8381,[50.000-75.000),F,Together,25-34,Grad Study,Professional/Managerial,1-3 years,Not Married,Two,,Rent,Apartment,White,English
8382,[50.000-75.000),F,Married,35-44,College graduate,Professional/Managerial,10+ years,Yes,Three,One,Own,House,Black,English
8383,[25.000-30.000),F,Single,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,House,White,English
8384,[25.000-30.000),F,Single,25-34,College graduate,Professional/Managerial,,Not Married,One,,Rent,Apartment,Hispanic,English
8385,[30.000-40.000),F,Widowed,55-64,1 to 3 years of college,Retired,10+ years,Not Married,Two,,Own,House,White,English
8386,[75.000-,F,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
8387,[25.000-30.000),F,Single,25-34,Grad Study,Professional/Managerial,7-10 years,Not Married,Three,,Rent,,White,English
8388,[50.000-75.000),M,Married,55-64,1 to 3 years of college,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
8389,[30.000-40.000),F,Single,18-24,Grad Study,"Student, HS or College",10+ years,Not Married,Four,,Family,House,White,English
8390,[20.000-25.000),F,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Family,House,White,English
8391,-10.000),F,Single,18-24,College graduate,"Student, HS or College",,Not Married,One,,Rent,Other,White,English
8392,[30.000-40.000),M,Married,35-44,Grad Study,Military,1-3 years,No,Four,Two,Rent,House,White,English
8393,[50.000-75.000),F,Divorced,25-34,1 to 3 years of college,Clerical/Service Worker,4-6 years,Not Married,Three,,Own,House,White,English
8394,[50.000-75.000),M,Married,35-44,College graduate,Sales Worker,1-3 years,Yes,Two,,Rent,Condominium,White,English
8395,[50.000-75.000),M,Married,45-54,College graduate,Professional/Managerial,10+ years,Yes,Three,,Own,House,White,English
8396,[50.000-75.000),M,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
8397,[30.000-40.000),F,Married,45-54,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Two,,Own,House,White,English
8398,[75.000-,M,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
8399,[40.000-50.000),F,Together,35-44,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Four,,Own,House,White,
8400,[50.000-75.000),F,Married,25-34,College graduate,Sales Worker,1-3 years,Yes,Two,,Rent,Condominium,White,English
8401,[30.000-40.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,No,Two,,Own,House,White,English
8402,[10.000-15.000),F,Single,25-34,1 to 3 years of college,,,Not Married,One,,Rent,Apartment,White,English
8403,[15.000-20.000),F,Single,35-44,Graduated High Scool,Professional/Managerial,10+ years,Not Married,,,Rent,House,Hispanic,English
8404,[10.000-15.000),F,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
8405,[50.000-75.000),F,Married,55-64,College graduate,Homemaker,10+ years,No,Two,,Own,House,White,English
8406,-10.000),F,Single,25-34,,,10+ years,Not Married,,,Rent,,White,English
8407,[10.000-15.000),F,Single,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,,,Rent,Apartment,White,English
8408,[75.000-,F,Divorced,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,Two,One,Own,House,White,English
8409,[50.000-75.000),F,Widowed,65+,1 to 3 years of college,Retired,,Not Married,One,,Own,Apartment,White,English
8410,[50.000-75.000),F,Married,25-34,College graduate,Sales Worker,,Yes,Four,Two,Rent,Condominium,White,English
8411,[50.000-75.000),M,Married,35-44,Grad Study,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
8412,[75.000-,F,Single,18-24,Graduated High Scool,"Student, HS or College",4-6 years,Not Married,Three,,Family,House,White,English
8413,-10.000),F,,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Four,One,Family,House,White,English
8414,-10.000),F,Single,14-17,,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
8415,[40.000-50.000),F,Single,18-24,Graduated High Scool,Sales Worker,1-3 years,Not Married,Four,,Family,House,White,English
8416,[15.000-20.000),F,Divorced,25-34,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,Other,White,English
8417,-10.000),F,Divorced,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Three,,Family,House,White,English
8418,[20.000-25.000),F,Divorced,45-54,Graduated High Scool,Professional/Managerial,,Not Married,Two,,,Apartment,White,English
8419,[50.000-75.000),F,Married,55-64,Graduated High Scool,Clerical/Service Worker,10+ years,Yes,,Two,,House,American Indian,English
8420,-10.000),M,Single,18-24,1 to 3 years of college,Professional/Managerial,4-6 years,Not Married,Four,Two,Family,House,White,English
8421,[40.000-50.000),M,Married,25-34,Grad Study,Professional/Managerial,4-6 years,Yes,Three,One,Rent,Apartment,Hispanic,English
8422,[75.000-,F,Divorced,35-44,Grad Study,Professional/Managerial,7-10 years,Not Married,One,,Own,House,White,English
8423,[50.000-75.000),M,Single,25-34,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,Hispanic,English
8424,[10.000-15.000),F,Single,25-34,1 to 3 years of college,Clerical/Service Worker,1-3 years,Not Married,One,,Rent,Apartment,White,English
8425,[10.000-15.000),F,Single,18-24,1 to 3 years of college,Professional/Managerial,4-6 years,Not Married,Three,,Rent,Apartment,White,English
8426,[25.000-30.000),F,Married,35-44,College graduate,Professional/Managerial,10+ years,Yes,Four,Two,Rent,Apartment,White,English
8427,[25.000-30.000),F,Single,25-34,College graduate,Professional/Managerial,1-3 years,Not Married,One,,Own,Condominium,White,English
8428,[50.000-75.000),M,Together,45-54,Grad Study,Retired,10+ years,Not Married,Two,,Own,House,White,English
8429,[40.000-50.000),F,Together,35-44,1 to 3 years of college,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
8430,[30.000-40.000),F,Married,25-34,1 to 3 years of college,Homemaker,4-6 years,Yes,Four,Two,Rent,Apartment,White,English
8431,[30.000-40.000),M,Married,65+,1 to 3 years of college,Retired,7-10 years,No,Four,,Own,House,White,English
8432,-10.000),F,Single,18-24,Grad Study,"Student, HS or College",,Not Married,One,,Rent,Apartment,White,English
8433,-10.000),M,Single,18-24,Grad Study,"Student, HS or College",10+ years,Not Married,One,,Rent,House,White,English
8434,[40.000-50.000),M,Single,25-34,Grad Study,Sales Worker,1-3 years,Not Married,One,,Rent,Condominium,Hispanic,English
8435,[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,7-10 years,Yes,Six,Five,Own,House,White,English
8436,[75.000-,F,Married,35-44,College graduate,Professional/Managerial,10+ years,Yes,Four,One,Own,House,White,English
8437,[30.000-40.000),M,Divorced,25-34,College graduate,Professional/Managerial,7-10 years,Not Married,One,,Rent,Apartment,White,English
8438,[75.000-,F,Married,35-44,College graduate,Homemaker,10+ years,No,Four,,Own,House,White,English
8439,[40.000-50.000),F,Married,35-44,Graduated High Scool,Sales Worker,10+ years,Yes,Three,One,Rent,Apartment,White,English
8440,[75.000-,M,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
8441,[30.000-40.000),F,Widowed,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
8442,[10.000-15.000),F,Married,45-54,College graduate,Clerical/Service Worker,7-10 years,Yes,Two,,Rent,Condominium,White,English
8443,[50.000-75.000),M,Single,25-34,College graduate,Professional/Managerial,-1 year,Not Married,One,,Rent,Apartment,White,English
